fullname,nickname,year,make,model,specialAccess,dlcPack,rewardOrGift,directAccess,carValue,rarity,feBoost,carType,spec,class,pi,speed,handling,acceleration,launch,braking,offroad,hp,torque,weight,weightPerHp,weightDistribution,displ,aspiration,engineType,cylinders,enginePlacement,drive,rTireWidth,trackWidth,aeroorkitOptions,engineConversions(hp),pirwd,piawd,aspirationOptions,naturallyAspirated,region,country,modelFamily,openTop,doors,steering,wheels,nolights,carThemes,zeroToSixty,zeroToHundred,quarterMile,topSpeed,sixtyToZeroFeet,hundredToZeroFeet,gAtSixty,gAtHundred,sixtyToHundred,forzaDebut,unknown,latestgame,newtoForza,fh5,fh4,fm7,fh3,fm6,fh2,fm5,fh1,fm4,fm3,fm2,fm1,titlesCount,xboxgen
2016 Ariel Nomad,Ariel Nomad,2016,Ariel,Nomad,Autoshow,,,,93000,Rare,,Unlimited Buggies,Factory,A,711,5.2,4.7,6.5,7.2,4.2,8.1,236,221,1477,6.26,38,2354,NA,Inline,4,R,RWD,235,no,Rally lights,"300, 475",,,"T, PDS",stock,Europe,U.K.,,Yes,2,R,4,,OR,3.4,8.7,11.783,143.9,132.9,327.5,0.96,0.95,5.3,9/27/2016,9,FH5,FH3,FH5,FH4,FM7,FH3,,,,,,,,,4,XBO
2013 Ariel Atom 500 V8,Ariel Atom,2013,Ariel,Atom 500 V8,Autoshow,,,,200000,Epic,,Extreme Track Toys,Factory,S2,924,6.3,8.8,7.8,8.5,7.2,3.9,475,268,1433,3.02,36,2970,NA,V,8,M,RWD,245,no,Forza,750,,,TT,stock,Europe,U.K.,,Yes,2,R,4,,"OT, SS?",3.139,5.682,10.217,176.8,103.1,240.1,1.32,1.68,2.543,11/22/2013,6,FH5,FM5,FH5,HTF,FM7,FH3,FM6,FH2,FM5,,,,,,7,XBO
2012 Ascari KZ1R,Ascari KZ1R,2012,Ascari,KZ1R,,,,,240000,Legendary,,Modern Super Cars,Race,S1,866,7.9,8.6,7.4,8.6,8.9,,520,398,2976,5.72,46,4948,NA,V,8,M,RWD,335,no,Forza,750,,,"TT, CS",stock,Europe,U.K.,,,2,L,4,,,3.717,8.2,,202.1,114.6,276,1.22,1.38,4.483,,4,FH4,FM4,,FH4,,,,,,FH1,DLC,,,,3,XBO
2019 Aston Martin DBS Superleggera,AM DBS SL '19,2019,Aston Martin,DBS Superleggera,Autoshow,,,,350000,Epic,,Super GT,Factory,S1,835,7.8,6.6,5.8,6.2,6.9,4.5,715,663,3966,5.55,51,5204,TT,V,12,F,RWD,305,Both,Forza,820,,,none,eng,Europe,U.K.,,,2,L,4,,,3.387,6.359,,215.3,95.9,230.1,1.09,1.17,2.972,8/1/2019,11,FH5,FH4,FH5,cu,,,,,,,,,,,2,XBO
2019 Aston Martin Valhalla Concept Car,Valhalla Concept,2019,Aston Martin,Valhalla Concept Car,Autoshow,,,,1150000,Legendary,,Hypercars,Factory,S2,959,8.5,9.1,10,10,9.4,4.6,1042,995,3097,2.97,41,2990,TT,V,6,M,AWD,345,no,Adjustable,none,,,none,eng,Europe,U.K.,,,2,L,4,,,1.95,3.9,,242.3,76,180.2,1.36,1.65,1.95,11/5/2021,12,FH5,FH5,FH5,,,,,,,,,,,,1,XBO
2019 Aston Martin Vantage,AM Vantage '19,2019,Aston Martin,Vantage,Autoshow,,,,430000,Epic,,GT Cars,Factory,S1,801,7,6.7,6,6.4,6.1,4.6,503,505,3497,6.95,50,3982,TT,V,8,F,RWD,295,Both,Forza,"602, 608, 750",,,none,eng,Europe,U.K.,,,2,R,4,,,3.5,8.4,,192,105.6,253.2,1.11,1.19,4.9,11/20/2018,11,FH5,FH4,FH5,DLC,,,,,,,,,,,2,XBO
2017 Aston Martin #7 Aston Martin Racing V12 Vantage GT3,#7 Aston GT3,2017,Aston Martin,#7 Aston Martin Racing V12 Vantage GT3,,,,,,,,Forza GT,Race,R,833,6.7,7,8.9,3.4,6.9,,600,516,2950,4.92,52,,NA,V,12,F,RWD,,,,,,,,stock,Europe,U.K.,,,2,L,4,,,3.2,6.4,11.2,182.7,113,265.7,1.45,1.64,3.2,2/15/2018,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
2017 Aston Martin DB11,AM DB11,2017,Aston Martin,DB11,Autoshow,,,,300000,Epic,,Super GT,Factory,A,787,7.3,6.5,5.7,6.1,6.1,4.7,608,516,4134,6.8,51,5204,TT,V,12,F,RWD,295,Both,Forza,none,,,none,no,Europe,U.K.,,,2,L,4,,BRG,3.686,7.885,11.667,201.8,105.1,252.5,1.07,1.12,4.199,2/7/2017,9,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO
2017 Aston Martin DB11 PreOrder Car,AM DB11 PO,2017,Aston Martin,DB11 PreOrder Car,DLC promo,,,,300000,Epic,,Super GT,Upgraded,S1,900,8.9,8.2,6.7,8.3,8.7,,800,646,2866,3.58,51,5204,,V,12,F,RWD,,no,,,,,,,Europe,U.K.,,,2,L,4,,,,,,,,,,,,6/11/2018,11,FH4,FH4,,DLC,,,,,,,,,,,1,XBO
2017 Aston Martin Vanquish Zagato Coupe,AM Vanquish '17,2017,Aston Martin,Vanquish Zagato Coupe,Exclusive,,,,250000,Epic,,Super GT,Factory,S1,824,7.8,7.3,6.9,8.5,8,,595,464,3891,6.54,51,5935,NA,V,12,F,RWD,305,Both,Forza,820,824,823,"TT, PDS",stock,Europe,U.K.,,,2,R,4,,,3.5,7.7,,202.5,125.8,310.7,1.04,1.1,4.2,8/1/2019,11,FH4,FH4,,cu,,,,,,,,,,,1,XBO
2017 Aston Martin Vulcan AMR Pro,AM Vulcan AMR,2017,Aston Martin,Vulcan AMR Pro,Autoshow,,,,2000000,Legendary,,Extreme Track Toys,Race,S2,953,7.7,9.6,6.5,7,10,3.2,820,590,2998,3.66,54,6949,NA,V,12,F,RWD,345,Both,Adjustable,750,,,none,stock,Europe,U.K.,,,2,L,4,,HR,2.984,5.749,,211,71.3,158.2,1.73,2.08,2.765,2/10/2020,11,FH5,FH4,FH5,cu,,,,,,,,,,,2,XBO
2016 Aston Martin Vantage GT12,AM Vantage '16,2016,Aston Martin,Vantage GT12,Accolade,,,,400000,Epic,,Track Toys,Factory,S1,829,6.7,8,5.9,6.1,8.1,4.4,593,461,3450,5.82,51,5935,NA,V,12,F,RWD,325,no,Forza,750,,,PDS,stock,Europe,U.K.,,,2,R,4,,,3.686,7.984,11.667,183,94.1,220.1,1.16,1.33,4.298,9/27/2016,9,FH5,FH3,FH5,FH4,FM7,FH3,,,,,,,,,4,XBO
2016 Aston Martin Vulcan,AM Vulcan,2016,Aston Martin,Vulcan,,,,,1500000,Legendary,,Extreme Track Toys,Race,S2,954,8.1,10,7.5,9,10,,820,590,2998,3.66,54,6949,NA,V,12,F,RWD,345,Both,Adjustable,"750, 820",954,952,none,stock,Europe,U.K.,,,2,L,4,,,3,5.7,11.117,211,98.3,222,1.51,1.82,2.7,,9,FH4,FH3,,FH4,FM7,DLC,,,,,,,,,3,XBO
2016 Aston Martin Vulcan Forza Edition,AM Vulcan FE,2016,Aston Martin,Vulcan Forza Edition,Exclusive,,,,1750000,FE,Clean Skills,Extreme Track Toys,Upgraded,S2,955,8.1,10,7.5,9,10,,820,590,2998,3.66,54,6949,NA,V,12,F,RWD,345,no,Preset,"750, 820",955,954,none,stock,Europe,U.K.,,,2,L,4,,,,,,,,,,,0,9/28/2018,11,FH4,FH4,,FE,,,,,,,,,,,1,XBO
2013 Aston Martin V12 Vantage S,Vantage S '13,2013,Aston Martin,V12 Vantage S,Autoshow,,,,240000,Epic,,Super GT,Factory,A,796,7.8,6.2,5.4,5.7,6.4,4.4,565,457,3671,6.5,52,5935,NA,V,12,F,RWD,295,Both,Forza,750,,,PDS,stock,Europe,U.K.,,,2,L,4,,,4.1,8.8,12.067,213.3,105.7,251.2,1,1.06,4.7,,7,FH5,FH2,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,6,XBO
2012 Aston Martin V12 Zagato,AM V12 Zagato,2012,Aston Martin,V12 Zagato,,,,,,,,Sport GT,Factory,A,622,7.4,5.4,7.9,,5.3,,510,420,3704,7.26,51,5935,NA,V,12,F,RWD,,,,,,,,stock,Europe,U.K.,,,2,R,4,,,4.083,9.2,12.2,199.1,130.5,335.7,1.18,1.22,5.117,,8,FM7,FM6,,,FM7,FH3,DLC,,,,,,,,3,XBO
2012 Aston Martin Vanquish,AM Vanquish,2012,Aston Martin,Vanquish,,,,,348000,Epic,,Super GT,Factory,S1,802,7.9,7,6.7,8.3,7.5,,565,457,3834,6.79,51,5935,NA,V,12,F,RWD,305,Front,Forza,none,802,806,TT,stock,Europe,U.K.,,,2,L,4,,,4.2,8.8,11.933,200.1,134.3,331,0.96,1.02,4.6,,5,FH4,FH1,,FH4,FM7,FH3,FM6,FH2,FM5,DLC,,,,,7,XBO
2012 Aston Martin Vanquish (Ltd. Ed.),,2012,Aston Martin,Vanquish (Ltd. Ed.),DLC promo,,,,,,,Modern GT,Upgraded,,,,,,,,,620,500,3417,5.51,,,,,12,F,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,4.181,,,195.4,,,,,,,6,FM5,FM5,,,,,,,DLC,,,,,,1,XBO
2012 Aston Martin Virage,,2012,Aston Martin,Virage,DLC promo,,,,,,,Sports,Factory,A,555,,,,,,,490,420,3935,8.03,,6000,NA,V,12,F,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,4.5,,,197.1,,,,,,,4,FH1,FM4,,,,,,,,DLC,DLC,,,,2,360
2011 Aston Martin #009 Aston Martin Racing AMR One,,2011,Aston Martin,#009 Aston Martin Racing AMR One,,,,,,,,P1 Racing,Race,R1,976,,,,,,,540,435,1984,3.67,,,,,6,M,RWD,,,,,,,,,Europe,U.K.,,Yes,2,R,4,,,2.5,5.8,,204.6,,,,,,,4,FM4,FM4,,,,,,,,,DLC,,,,1,360
2011 Aston Martin #6 Muscle Milk Aston Martin Lola,,2011,Aston Martin,#6 Muscle Milk Aston Martin Lola,,,,,,,,P1 Racing,Livery,R1,989,,,,,,,653,516,1984,3.04,,5900,NA,V,12,F,RWD,,,,,,,,,Europe,U.K.,,,2,R,4,,,3.1,,,209.7,,,,,,5/13/2011,4,FM4,FM4,,,,,,,,,FM4,,,,1,360
2011 Aston Martin Cygnet,,2011,Aston Martin,Cygnet,,,,,,,,City,Factory,F,157,,,,,,,97,82,2178,22.45,,,,,4,F,FWD,,,,,,,,,Europe,U.K.,,,3,R,4,,,11.4,,,110.8,,,,,,,4,FM4,FM4,,,,,,,,,DLC,,,,1,360
2011 Aston Martin V12 Zagato (Villa d'Este),,2011,Aston Martin,V12 Zagato (Villa d'Este),,,,,,,,Super GT,Factory,S1,842,7.6,7.5,8.3,8.4,9,,510,420,3197,6.27,51,5935,NA,V,12,F,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,4.1,9,,201.5,105.6,266,1.21,1.28,4.9,,4,FH2,FM4,,,,,,FH2,DLC,FH1,DLC,,,,4,XBO
2010 Aston Martin One-77,AM One-77,2010,Aston Martin,One-77,,,,,1400000,Legendary,,Super GT,Factory,S1,863,8.3,7.5,7.1,8.7,8,,750,553,3307,4.41,49,7312,NA,V,12,F,RWD,335,Both,Forza,none,863,866,TT,stock,Europe,U.K.,,,2,L,4,,CS,3.5,6.9,11.24,210.5,122.1,302.9,1.08,1.14,3.4,,3,FH4,FM3,,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,DLC,,,9,XBO
2010 Aston Martin Rapide,,2010,Aston Martin,Rapide,,,,,,,,Sedan,Factory,A,517,8.6,5.2,7,7.2,5.1,,470,442,4299,9.15,51,5935,NA,V,12,F,RWD,,,,,,,,,Europe,U.K.,,,4,L,4,,,5.084,11.3,,198.8,137.1,351,0.89,0.9,6.216,,3,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360
2010 Aston Martin V12 Vantage,,2010,Aston Martin,V12 Vantage,,,,,,,,Sports,Factory,A,561,8.2,5.7,7.7,7.5,5.6,,511,420,3704,7.25,51,5900,NA,V,12,F,RWD,,,,,,,,,Europe,U.K.,,,2,R,4,,,4.4,9.7,,200.5,123.8,320.2,0.96,0.97,5.3,,3,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360
2009 Aston Martin #007 Aston Martin Lola,,2009,Aston Martin,#007 Aston Martin Lola,,,,,,,,P1 Racing,Race,R1,989,,,,,,,653,516,1984,3.04,45,5900,NA,V,12,F,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,3.1,,,209.7,,,,,,,3,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360
2008 Aston Martin #008 Bell Motorsports DBR9,,2008,Aston Martin,#008 Bell Motorsports DBR9,,,,,,,,GT1,Livery,R2,826,6.7,7.5,8.3,7.1,7.6,,625,,2425,3.88,,,,,12,F,RWD,,,,,,,,,Europe,England,,,2,L,4,,,,,,,,,,,,5/27/2009,3,FM3,FM3,,,,,,,,,,FM3,,,1,360
2008 Aston Martin #009 Aston Martin Racing DBR9,,2008,Aston Martin,#009 Aston Martin Racing DBR9,,,,,,,,GT1,Livery,R2,825,,,,,,,625,550,2425,3.88,,,,,12,F,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,3.6,,,185.4,,,,,,5/27/2009,3,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360
2008 Aston Martin Team Forza DBS,,2008,Aston Martin,Team Forza DBS,DLC promo,,,,,,,Exotic GT,Upgraded,,,8,6.2,9,,6.2,,760,570,2994,3.94,52,,NA,V,12,F,RWD,,,,,,,,stock,Europe,U.K.,,,2,L,4,,,2.9,5.9,,215.2,114.4,280.8,1.31,1.44,3,,7,FM6,FH2,,,,,DLC,DLC,,,,,,,2,XBO
2006 Aston Martin #007 Aston Martin Racing DBR9,#07 AM DBR9,2006,Aston Martin,#007 Aston Martin Racing DBR9,,,,,,,,Forza GT,Race,R,881,6.9,7.4,9.1,,7.4,,625,550,2425,3.88,50,,NA,V,12,F,RWD,,,,,,,,stock,Europe,U.K.,,,2,L,4,,,3.6,6.2,11.1,187.2,115.6,256.2,1.49,1.81,2.6,5/27/2009,3,FM7,FM3,,,FM7,,FM6,,FM5,,FM4,FM3,,,5,XBO
2005 Aston Martin DB9 Coupe,,2005,Aston Martin,DB9 Coupe,,,,,,,,Sports,Factory,A,526,,,,,,,450,420,3880,8.62,,,,V,12,F,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,4.8,,,185.4,,,,,,5/3/2005,1,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360
2005 Aston Martin Forza Motorsport DB9 Coupe,,2005,Aston Martin,Forza Motorsport DB9 Coupe,DLC promo,,,,,,,Coupe,Upgraded,S,661,7.2,6.2,7.4,7,6.2,,623,522,3111,4.99,,,,,12,F,RWD,,,,,,,,,Europe,England,,,2,L,4,,,,,,,,,,,,,3,FM3,FM3,,,,,,,,,,DLC,,,1,360
2003 Aston Martin DB7 Zagato,,2003,Aston Martin,DB7 Zagato,,,,,,,,Sports,Factory,A,509,,,,,,,435,410,3836,8.82,,5900,NA,V,12,F,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,4.9,,,194.3,,,,,,,4,FM4,FM4,,,,,,,,,DLC,,,,1,360
2001 Aston Martin V12 Vanquish,,2001,Aston Martin,V12 Vanquish,,,,,,,,Sports,Factory,A,503,,,,,,,460,400,4110,8.93,,,,V,12,F,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,4.7,,,188.4,,,,,,5/3/2005,1,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360
1998 Aston Martin V8 Vantage V600,AM Vantage '98,1998,Aston Martin,V8 Vantage V600,,,,,,,,Sport GT Icons,Factory,B,554,7.6,4.7,7.9,,4.7,,600,600,4414,7.36,55,5340,PDS,V,8,F,RWD,,,,,,,,eng,Europe,U.K.,,,2,R,4,,Heavy,4.6,10.1,12.467,202.1,134.4,344,1.09,1.08,5.5,,4,FM7,FM4,,,FM7,FH3,,,,,DLC,,,,3,XBO
1989 Aston Martin #18 Aston Martin AMR1,#18 AMR1,1989,Aston Martin,#18 Aston Martin AMR1,,,,,,,,Early Prototype Racers,Race,P,987,7.9,8.9,9.8,,8.7,,680,,,0,,,NA,V,8,M,RWD,,,,,,,,,Europe,U.K.,,,2,R,4,,,2.5,4.7,9.533,212.7,91,202.2,1.71,2.42,2.2,8/8/2018,10,FM7,FM7,,,cu,,,,,,,,,,1,XBO
1977 Aston Martin V8 Vantage,AM Vantage '77,1977,Aston Martin,V8 Vantage,,,,,,,,Vintage Sport GT,Factory,D,396,6.6,4.2,7.1,,4,,380,380,3803,10.01,51,5340,NA,V,8,F,RWD,,,,,,,,stock,Europe,U.K.,,,2,L,4,,,5.4,13.218,13.75,175,131.3,333.3,1.01,0.98,7.818,5/13/2011,4,FM7,FM4,,,FM7,FH3,Uni,,,,FM4,,,,4,XBO
1964 Aston Martin DB5,AM DB5,1964,Aston Martin,DB5,Autoshow,,,,800000,Epic,,Rare Classics,Factory,C,548,5.4,4,4,3.4,2.7,5.4,325,288,3230,9.94,51,3996,NA,Inline,6,F,RWD,215,Both,Forza,"510, 602",,,T,stock,Europe,U.K.,,,2,R,4,,"BRG, IMC",8.079,19,18.978,151.3,159.2,401,0.79,0.78,10.921,,3,FH5,FM3,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,DLC,,,10,XBO
1960 Aston Martin DB4 GT Zagato,AM DB4 GT,1960,Aston Martin,DB4 GT Zagato,Exclusive,,,,500000,Legendary,,Classic Sports Cars,Factory,B,619,6.9,5.4,4.6,5.1,4.6,,314,278,2701,8.6,52,3670,NA,Inline,6,F,RWD,195,Both,Street,321,619,643,T,stock,Europe,U.K.,,,2,R,4,,,5.984,14.983,15.1,171.9,190.2,476.7,0.75,0.74,8.999,,4,FH4,FM4,,Barn,FM7,,,,,,DLC,,,,3,XBO
1958 Aston Martin DBR1,AM DBR1,1958,Aston Martin,DBR1,,,,,10000000,Legendary,,Classic Racers,Race,B,688,7.1,5.6,5.3,6.1,5.1,,254,247,1930,7.6,52,2992,NA,Inline,6,F,RWD,185,Both,Forza,"321, 300",688,704,"T, PDS",stock,Europe,U.K.,,Yes,2,R,4,,"HR, WFRC",4.2,11.2,13.717,178.6,168.3,427.3,0.78,0.77,7,5/13/2011,4,FH4,FM4,,FH4,FM7,,FM6,FH2,DLC,FH1,FM4,,,,7,XBO
2018 ATS GT,ATS GT '18,2018,ATS,GT,Exclusive,,,,250000,Epic,,Modern Super Cars,Factory,S1,894,8.3,8,7.7,9.2,8.6,,720,575,2985,4.15,42,3799,TT,V,8,M,RWD,325,Both,Forza,"602, 750",894,891,none,,Europe,Italy,,,2,L,4,,,2.9,5.6,,220.4,118.2,285.1,1.1,1.21,2.7,11/19/2019,11,FH4,FH4,,cu,,,,,,,,,,,1,XBO
2018 Audi #1 Audi Sport RS 3 LMS,#1 RS 3 LMS,2018,Audi,#1 Audi Sport RS 3 LMS,,,,,,,,Forza Touring Cars,Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,Germany,,,4,L,4,,,5.238,10.835,12.983,163.6,119.5,272.1,1.39,1.56,5.597,,10,FM7,FM7,,,cu,,,,,,,,,,1,XBO
2018 Audi TT RS,,2018,Audi,TT RS,DLC Autoshow,FH5 Car Pass,Free w/DLC,,,Rare,,Modern Sports Cars,Factory,A,748,6.8,6.3,6.7,8.1,4.7,5.2,400,354,3306,8.27,61,2480,NA,,,F,AWD,,,,,,,,,Europe,Germany,,,2,L,4,,,,,,,,,,,0,1/27/2022,12,FH5,FH5,DLC,,,,,,,,,,,,1,XBO
2016 Audi #17 Rotek Racing TT RS,Audi #17 TT RS,2016,Audi,#17 Rotek Racing TT RS,,,,,,,,Forza GT,Race,S,796,6.1,7.2,8.3,3.4,7,,380,390,2425,6.38,52,,T,Inline,5,F,FWD,,,,,,,,no,Europe,Germany,,,2,L,4,,,5,9,12.25,165.8,124.3,261.9,1.47,1.71,4,2/15/2018,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
2016 Audi R8 V10 plus,Audi R8 V10 plus,2016,Audi,R8 V10 plus,Autoshow,,,,242000,Epic,,Modern Supercars,Factory,S1,834,7.8,7.1,7.8,7.4,7.3,5.1,610,413,3428,5.62,44,5204,NA,V,10,M,AWD,305,Both,Forza,750,,,TT,stock,Europe,Germany,,,2,L,4,,,2.7,6.116,10.4,215.6,125.5,300.1,1.06,1.13,3.416,,8,FH5,FM6,FH5,FH4,FM7,FH3,DLC,,,,,,,,5,XBO
2016 Audi R8 V10 plus PreOrder Edition,,2016,Audi,R8 V10 plus PreOrder Edition,DLC promo,,,,,,,Modern Super Cars,Upgraded,S1,900,7.9,7.9,8.9,9.9,9.6,,610,413,3428,5.62,44,5204,NA,V,10,M,AWD,S1,,,,,,,eng,Europe,Germany,,,2,L,4,,,2.7,6.1,,211.5,116.1,293,1.06,1.14,3.4,,9,FH3,FH3,,,,DLC,,,,,,,,,1,XBO
2015 Audi RS 6 Avant,Audi RS 6 '15,2015,Audi,RS 6 Avant,Autoshow,,Accolade,,150000,Rare,,Super Saloons,Factory,A,754,7.4,6,7.5,8.3,5.3,5.2,552,516,4266,7.73,53,4000,TT,V,8,F,AWD,285,Both,Preset WB Safety Lights,"602, 805",,,none,eng,Europe,Germany,,,2,L,4,,,3.7,8.7,,202.7,107.3,272.7,0.94,0.96,5,,7,FH5,FH2,FH5,FH4,FM7,,FM6,DLC,,,,,,,5,XBO
2015 Audi S1,Audi S1,2015,Audi,S1,Autoshow,,,,35000,Common,,Hot Hatch,Factory,B,644,5.6,5.9,5.2,4.4,3.7,5.6,228,273,2899,12.71,60,1984,T,Inline,4,F,AWD,225,Both,Forza,"300, 805",,,none,no,Europe,Germany,,,3,L,4,,DD,5.8,14,13.567,154.5,142.7,354.6,0.92,0.96,8.2,,7,FH5,FH2,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,6,XBO
2015 Audi S3 Sedan,Audi S3,2015,Audi,S3 Sedan,,,,,,,,Sport Compact,Factory,C,497,6.5,4.6,7.1,,4.4,,300,280,3153,10.51,59,1984,T,Inline,4,F,AWD,,,,,,,,eng,Europe,Germany,,,4,L,4,,,4.682,11.983,12.983,172.9,136.6,328.6,1.08,1.06,7.301,,6,FM7,FM5,,,FM7,,FM6,,DLC,,,,,,3,XBO
2015 Audi Team Forza TTS Coupe,,2015,Audi,Team Forza TTS Coupe,DLC promo,,,,,,,Ultimate SpoCom,Livery,,,6.8,5.2,7.5,,4.9,,333,301,2852,8.56,55,,T,Inline,4,F,AWD,,,,,,,,eng,Europe,Germany,,,2,L,4,,,5.1,12.8,,181.5,108.9,279.2,1.17,1.14,7.7,,8,FM6,FM6,,,,,DLC,,,,,,,,1,XBO
2015 Audi TTS Coupe,Audi TTS,2015,Audi,TTS Coupe,Autoshow,,,,52000,Common,,Modern Sports Cars,Factory,A,724,6.7,6.3,5.8,6.4,4,5.2,310,280,3053,9.85,57,1984,T,Inline,4,F,AWD,255,Both,Forza,300,,,none,eng,Europe,Germany,TT,,2,L,4,,,5.121,12.821,13.033,187.1,164.6,406,0.91,0.94,7.7,,7,FH5,FH2,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,6,XBO
2014 Audi #2 Audi Team Joest R18 e-tron quattro,#2 Audi R18 '14,2014,Audi,#2 Audi Team Joest R18 e-tron quattro,,,,,,,,Forza P1,Race,R,810,6.9,7,8.7,,6.9,,758,958,1918,2.53,45,,T,V,6,M,AWD,,,,,,,,no,Europe,Germany,,,2,C,4,,,2.8,5,9.2,201.7,87,194.2,1.67,2.35,2.2,9/15/2015,8,FM7,FM6,,,FM7,,FM6,,,,,,,,2,XBO
2014 Audi #45 Flying Lizard Motorsports R8 LMS Ultra,#45 Audi R8 LMS,2014,Audi,#45 Flying Lizard Motorsports R8 LMS Ultra,,,,,,,,Forza GT,Race,P,997,7.6,8.7,10,,8.6,,522,391,2888,5.53,42,5200,NA,V,10,M,RWD,,,,,,,,stock,Europe,Germany,,,2,L,4,,,4.3,7.8,11.217,185.4,122.5,271.1,1.44,1.63,3.5,9/15/2015,8,FM7,FM6,,,FM7,DLC,FM6,,,,,,,,3,XBO
2014 Audi #67 Rotek Racing S3 Saloon,#67 Audi S3,2014,Audi,#67 Rotek Racing S3 Saloon,,,,,,,,Forza Touring Cars,Race,S,743,5.7,6.6,8,,6.4,,330,286,2425,7.35,55,,T,Inline,4,F,FWD,,,,,,,,no,Europe,Germany,,,4,L,4,,,3.974,9.566,12.967,156,128.1,282.3,1.36,1.51,5.592,9/15/2015,8,FM7,FM6,,,FM7,,FM6,,,,,,,,2,XBO
2013 Audi R8 Coupe V10 plus 5.2 FSI quattro,Audi R8 '13,2013,Audi,R8 Coupe V10 plus 5.2 FSI quattro,"WS, Seasonal",,,,290000,Epic,,Modern Supercars,Factory,S1,802,7.3,7,7.1,6.6,6.9,5,542,398,3682,6.79,44,5204,NA,V,10,M,AWD,295,Both,Preset / Roof,750,,,TT,stock,Europe,Germany,,,2,L,4,,FF,3.2,7.1,11.05,202.6,127.3,311.3,0.96,1.04,3.9,11/22/2013,6,FH5,FM5,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,,,,,7,XBO
2013 Audi RS 4 Avant,Audi RS 4 '13,2013,Audi,RS 4 Avant,Autoshow,,,,83000,Rare,,Super Saloons,Factory,A,728,7,6.2,5.5,5.2,5.2,5.2,444,317,3957,8.91,53,4163,NA,V,8,F,AWD,265,Both,Aftermarket,"510, 602, 805",,,"TT, PDS, CS",stock,Europe,Germany,S4,,5,L,4,,,4.7,10.4,12.117,187,115,282.4,0.94,0.96,5.7,,5,FH5,FH1,FH5,FH4,FM7,FH3,FM6,DLC,DLC,DLC,,,,,8,XBO
2013 Audi RS 7 Sportback,Audi RS 7,2013,Audi,RS 7 Sportback,Autoshow,,,,225000,Epic,,Super Saloons,Factory,A,739,7.6,5.9,7,8.2,5.6,5.3,552,553,4310,7.81,60,3993,TT,V,8,F,AWD,275,no,Preset / WB,"602, 805",,,none,eng,Europe,Germany,,,4LB,L,4,,,3.7,8.716,11.833,205.3,104.4,264.2,0.92,0.93,5.016,11/22/2013,6,FH5,FM5,FH5,FH4,FM7,,FM6,,FM5,,,,,,5,XBO
2013 Audi S4,,2013,Audi,S4,,,,,,,,Modern Sports Cars,Factory,A,738,6.9,6.5,7.7,,7.8,,329,324,3847,11.69,60,2995,PDS,V,6,F,AWD,,,,,,,,,Europe,Germany,,,4,L,4,,,4.7,,,184.8,,,,,,11/22/2013,6,FH2,FM5,,,,,,FH2,FM5,,,,,,2,XBO
2013 Audi Team Forza R8 Coupe V10 plus 5.2 FSI quattro,Audi R8 5.2 TF,2013,Audi,Team Forza R8 Coupe V10 plus 5.2 FSI quattro,DLC promo,,,,,,,Exotic GT,Upgraded,,,8,5.7,9.3,,5.6,,626,460,3020,4.82,46,,NA,V,10,M,AWD,,,,,,,,stock,Europe,Germany,,,2,L,4,,,3.2,7.1,,209.4,107.8,265.3,1.24,1.28,3.9,,7,FM6,FH2,,,,,DLC,DLC,,,,,,,2,XBO
2013 Audi Team Forza RS 7 Sportback,,2013,Audi,Team Forza RS 7 Sportback,DLC promo,,,,,,,Executive Heavyweights,Upgraded,,,8,4.6,8.2,,4.7,,609,609,4196,6.89,59,,TT,V,8,F,AWD,,,,,,,,no,Europe,Germany,,,4LB,L,4,,,3.7,8.7,,213,123.6,315.4,1.09,1.06,5,,7,FM6,FH2,,,,,DLC,DLC,,,,,,,2,XBO
